
         designation          ra         dec  w1mpro  w2mpro  w3mpro  w4mpro           dist       angle
   J143041.13+075156.7  217.6713758    7.8657745   15.944   15.640   12.158    9.426     3545.914996   198.596769 
   J142835.48+081611.0  217.1478681    8.2697306   17.979   16.098   12.372    9.197     3548.565801   237.556397 
   J143524.65+091737.2  218.8527260    9.2936930   16.359   16.166   12.164    9.136     3550.628065    59.858859 
   J142829.97+091746.2  217.1248910    9.2961881   10.808   10.779   10.535    8.834     3552.987155   300.286555 
   J143556.96+084836.2  218.9873505    8.8100569   15.792   15.346   11.417    8.659     3553.833298    89.307928 
   J142813.05+082658.4  217.0544150    8.4495722   16.858   15.198   12.160    9.098     3555.138636   249.320413 
   J142829.20+091736.1  217.1217025    9.2933698   15.425   15.003   11.125    9.015     3557.715841   300.053622 
   J142812.56+090854.3  217.0523496    9.1484261   15.619   15.245   11.348    9.565     3557.925891   290.749746 
   J143423.19+093506.6  218.5966434    9.5851761   16.005   15.941   11.838    9.283     3559.828556    37.335324 
   J142835.89+092023.8  217.1495735    9.3399626   16.091   15.097   11.651    9.043     3560.892188   303.189170 
   J142759.03+085558.2  216.9959672    8.9328338   17.232   17.151   12.999    9.101     3562.786291   277.822015 
   J143518.24+081525.4  218.8260102    8.2570633   15.965   15.372   12.668    9.391     3564.255855   123.155216 
   J143547.20+090528.1  218.9466929    9.0911514   14.204   13.983   10.716    8.779     3565.812913    72.798473 
   J142804.33+083309.4  217.0180458    8.5526230   16.803   15.988   12.656    9.091     3565.993710   255.644509 
   J143348.36+075516.3  218.4515186    7.9211964   16.810   16.318   12.513    9.037     3566.027090   152.417344 
   J143512.06+092254.8  218.8002504    9.3818935   16.043   15.207   11.330    9.051     3567.065819    53.934036 
   J143419.40+075959.8  218.5808352    7.9999572   14.450   13.753   10.509    8.007     3568.548215   143.715195 
   J143330.62+075308.5  218.3776011    7.8857115   16.242   15.141   12.896    9.057     3569.554969   157.122305 
   J142830.60+081722.8  217.1275113    8.2896787   15.447   15.211   11.544    8.970     3572.409777   239.153457 
   J142845.05+092358.2  217.1877379    9.3995103   17.131   16.263   12.399    9.521     3573.234891   307.259429 
   J143157.56+094734.2  217.9898641    9.7928445   14.601   14.573   11.650    8.908     3576.223685     0.079808 
   J143205.04+094732.3  218.0210310    9.7923269   15.692   15.505   12.034    9.110     3576.229326     1.851630 
   J143038.34+094419.9  217.6597543    9.7388816   17.343   17.173   12.523    9.048     3577.924422   340.974913 
   J143303.82+094518.6  218.2659194    9.7551796   14.516   14.285   11.185    9.189     3579.059455    15.965601 
   J143226.30+074843.5  218.1096205    7.8121107   11.470   11.528   11.404    9.118     3580.528844   173.067799 
   J143129.37+074841.0  217.8724141    7.8114097   15.567   15.416   12.771    9.494     3580.885325   186.637571 
   J142811.34+090911.8  217.0472882    9.1532991   15.040   14.747   11.518    9.078     3580.951913   290.911203 
   J143050.39+094520.5  217.7099936    9.7557111   16.116   15.510   11.918    8.987     3581.884936   343.987905 
   J143556.60+085634.1  218.9858426    8.9428135   14.520   13.680   10.851    8.292     3584.968967    81.645981 
   J143126.96+094715.1  217.8623606    9.7875511   17.113   15.626   11.903    9.016     3585.263214   352.831894 
   J142755.38+084649.2  216.9807725    8.7803558   14.832   13.432   10.469    8.709     3585.727033   268.978585 
   J143000.85+075535.3  217.5035800    7.9264977   15.637   15.301   12.791    9.510     3585.889206   208.826288 
   J143553.63+090044.9  218.9734777    9.0124877   16.696   16.129   12.826    9.063     3586.273823    77.575814 
   J142808.37+090730.9  217.0349029    9.1252638   14.991   14.824   11.643    9.069     3588.019875   289.154641 
   J143349.88+075502.5  218.4578666    7.9173687   15.632   15.450   11.587    9.042     3588.731246   152.198466 
   J143410.32+093801.0  218.5430305    9.6336356   14.215   13.676   10.325    7.341     3591.924520    33.229795 
   J143138.94+094741.4  217.9122600    9.7948562    8.750    8.806    8.781    8.502     3593.673257   355.685837 
   J143322.10+075150.0  218.3421118    7.8639129   15.036   14.608   10.939    9.378     3595.804070   159.466784 
   J142930.98+093549.5  217.3790941    9.5970999   15.852   15.620   12.633    9.452     3596.537566   323.027255 
   J142755.72+084155.6  216.9821863    8.6987987   16.988   16.394   12.490    9.005     3598.718927   264.297944 
